,TILD001,TILD028,VUILD64,VUILD65,VUHD65,VUHD66,VUHD70,VUILD59,VUILD60,VUILD61,VUILD63,THD0001,TILD015,THD0002,TILD010,TILD006,THD0005,VUHD71,VUHD67,VUHD68,VUILD53,VUHD69
PLA2G2A,4.355755061,0.080918388,0.002480545,0.008832047,0.007323735,0.334326701,0.000163094,0.173946688,0.000143356,0.86827929,0.140398322,0.012223128,0.175317942,0.038541035,0.008797753,0.114194743,0.159600767,0.004509153,0.011663126,0.000921787,0.339446706,2.54E-05
PINK1,0.077177042,0.125620876,0.161107797,0.146387236,0.414156941,0.143833297,0.317171857,0.105882791,0.126480145,0.122552136,0.11835133,0.157481947,0.094988322,0.127590172,0.105907949,0.041118376,0.115168757,0.03563962,0.170479149,0.138524638,0.203301755,0.047226406
DDOST,0.712944732,1.303065363,0.956091718,0.812921625,2.035953187,1.295083212,0.917027595,1.36745542,0.876256014,1.166423369,1.815490985,1.015622105,1.563492622,0.854435632,0.807446902,0.181993513,0.865044734,0.45749868,1.354562219,1.383071217,0.358890527,0.936504932
HP1BP3,0.657542526,0.749571715,0.726571969,0.478729831,1.336419013,0.858051837,0.808723547,0.95301094,0.711276384,0.735764913,0.79806515,0.856153144,1.155297764,1.054369862,0.762727499,0.862367386,0.998743031,0.287899339,0.87958221,0.887875589,0.299521087,0.88188062
EIF4G3,0.243550598,0.182483008,0.200803054,0.132625363,0.292884383,0.144102171,0.204484586,0.151580557,0.222117682,0.210620284,0.151326368,0.180879553,0.313318799,0.146315587,0.163875729,0.115918674,0.175276852,0.070959216,0.161332578,0.146008597,0.115060903,0.280321915
ECE1,0.151670648,0.098349535,0.104191101,0.102378536,0.060906222,0.065361986,0.016155252,0.036546581,0.07008824,0.107513989,0.05638916,0.049523358,0.243344043,0.063283503,0.037238865,0.033250851,0.074624183,0.01548857,0.040213992,0.041581119,0.042756827,0.173169438
ALPL,0.024737913,0.019109254,0.115344293,0.020231949,0.09531244,0.319668546,0.001893709,0.046589541,0.02739905,0.211312306,0.105596862,0.064731834,0.00761999,0.080605274,0.008822741,0.00434897,0.002859431,0.022650554,0.043042766,0.004856523,0.024361928,0.002961643
USP48,0.224681502,0.2708955,0.228811464,0.196124979,0.3692071,0.241710692,0.294554272,0.246851919,0.242305428,0.251983953,0.226974592,0.268928119,0.452599209,0.244084663,0.199349666,0.158398785,0.344620125,0.057374705,0.30361929,0.258886169,0.128228105,0.46683309
HSPG2,0.074176015,0.054377649,0.101630347,0.031792953,0.027650041,0.070339712,0.009006336,0.034148557,0.032419499,0.044141564,0.025195972,0.023066593,0.05476894,0.023442298,0.037141511,0.032123139,0.020522198,0.005516444,0.015820238,0.006868443,0.12386126,0.009362099
CDC42,2.955515056,1.927951637,2.805967611,2.134720055,2.737029858,2.255027753,2.716301769,3.554235024,3.110619402,2.855561487,3.094461408,2.051675979,4.594441536,2.461474003,1.6876373,2.180322483,2.108195348,1.184180391,2.467332246,4.197401676,5.242512028,3.550063647
C1QA,5.974729122,12.49722742,12.65574715,9.687177734,57.12750565,16.17787036,79.33835382,46.85933919,13.90434351,7.039196138,15.04582571,21.40144029,4.08531731,18.7526744,5.833650103,16.26564004,12.353981,19.05465202,42.85580788,56.60416734,6.993355995,8.30935067
C1QC,5.658819146,11.67878793,14.20449294,12.54114855,45.67185977,12.83703493,49.12403292,31.42023173,9.802521022,6.7190612,10.38934179,19.94244545,5.966754073,16.72966255,6.178646396,10.00448682,17.83562267,18.28510715,27.05225056,57.73877069,2.114825647,9.115446442
C1QB,5.610042,12.89602464,15.29371359,11.53686835,73.04497352,18.42951125,109.4774324,48.1389629,17.33573297,9.150580577,17.46047705,19.1329259,3.68237783,19.1568701,6.166558644,15.77688496,9.983014129,32.91047847,42.8126116,79.83558279,7.275171397,10.63847787
KDM1A,0.093102768,0.122026832,0.129581608,0.08489026,0.265081302,0.112053892,0.31591089,0.146776123,0.098872344,0.11010489,0.134092398,0.137945566,0.114650286,0.095941686,0.075861903,0.039205875,0.106390256,0.04863955,0.140023776,0.178403015,0.068472993,0.05834254
LUZP1,0.192645365,0.195272654,0.134951902,0.094549418,0.195277921,0.10487205,0.130181615,0.167742939,0.113745745,0.098237412,0.126361468,0.11801586,0.220326784,0.16502628,0.132716323,0.14211595,0.070970142,0.043321312,0.137582774,0.162940685,0.199397476,0.194023467
HNRNPR,0.614897782,0.664944745,0.544606282,0.457071266,0.882311709,0.617600264,0.794012554,0.692063397,0.60942375,0.71630334,0.860589732,0.710322767,1.208161677,0.609592007,0.49909532,0.298752062,0.530142856,0.229412763,0.707645829,0.86344303,0.483941479,0.991931617
TCEA3,0.068572141,0.01357603,0.104264271,0.137079216,0.104220505,0.23508722,0.056318976,0.192124567,0.085564119,0.182910133,0.077202613,0.024528497,0.027132486,0.02145441,0.048501247,0.015900014,0.008141496,0.028291074,0.054247809,0.176922769,0.018260432,0.033817689
ID3,1.19408626,0.544777626,0.717205599,0.507417051,1.472178961,1.304275487,0.744096809,1.701746841,0.767139666,0.586928587,0.558409783,0.863298496,1.605184451,1.646549759,1.511149941,0.77936042,1.61128139,0.125429569,0.632332836,0.836176854,0.590761742,0.243129353
PITHD1,0.342032654,0.317846746,0.264141007,0.274680972,0.565645167,0.310627647,0.43913132,0.349862354,0.297794897,0.352649899,0.395082616,0.331745933,0.343134048,0.285084552,0.223730591,0.049136234,0.246151972,0.124411915,0.406802556,0.43045285,0.252812235,0.350849191
LYPLA2,0.158307251,0.281119478,0.348470679,0.342527587,0.470221045,0.372686512,0.361258113,0.384102136,0.301565621,0.405993691,0.394190293,0.235398723,0.406104219,0.237442872,0.229456645,0.065276595,0.192646886,0.078798341,0.340888919,0.34429626,0.124949901,0.424940876
GALE,0.043934069,0.123729707,0.164628089,0.138149782,0.332513461,0.213831309,0.115860336,0.20619246,0.134434276,0.265591076,0.197283584,0.097867345,0.156287801,0.08259981,0.140915438,0.042443953,0.078663571,0.077014577,0.144352839,0.197315504,0.068761099,0.11829751
HMGCL,0.077808082,0.142713525,0.1564672,0.136818058,0.392078819,0.15566163,0.229561132,0.248421716,0.210663297,0.2114147,0.187249597,0.131358046,0.208159504,0.131862887,0.171735271,0.045784008,0.140447101,0.042542326,0.225470487,0.261899061,0.108524303,0.154101877
FUCA1,0.232927525,0.411327974,0.403033207,0.366264662,0.916961115,0.537911151,0.43546175,0.649272094,0.691124231,0.54337667,0.565033775,0.39674936,0.274545831,0.413294543,0.139150769,0.106449962,0.623355936,0.253621453,0.43259227,0.863293141,0.53758045,0.263045808
PNRC2,0.925284501,0.474442879,0.435030082,0.251596723,0.765028162,0.667593351,0.873583016,0.678322975,0.446208766,0.619070843,0.609208848,0.81425136,0.928298088,0.684011645,0.45501544,0.339779683,0.529848658,0.150776313,0.613947531,0.663736396,0.630698176,0.885480826
SRSF10,0.662366122,0.670447824,0.621624326,0.471718701,0.832909506,0.918717396,0.657670275,0.89719894,0.614541042,0.624114132,0.725027025,0.596174603,1.027932777,0.566432471,0.535394383,0.380520207,0.823870598,0.238245066,0.640233645,0.716707151,0.446806501,0.967952954
STPG1,0.015264652,0.014494328,0.032632512,0.033284204,0.069112337,0.03610623,0.058230405,0.071198856,0.036354577,0.030757969,0.037591244,0.011572229,0.02845842,0.025950761,0.021235829,0.015832817,0.026255157,0.013625577,0.02561807,0.079531039,0.025751172,0.034964812
RCAN3,0.086030981,0.116301668,0.138276458,0.106777879,0.209248288,0.141636964,0.205139437,0.124396134,0.152948326,0.157909472,0.154998849,0.117423841,0.196743618,0.108273818,0.130080146,0.086180365,0.092606749,0.040613904,0.160520588,0.144503445,0.084419306,0.012766052
SRRM1,1.222358592,1.058303491,1.393628411,0.97308011,2.222606368,1.523179211,1.431117881,1.767018429,1.290772873,1.659642281,1.449156575,1.244174511,1.735777999,1.158564604,0.897214549,1.164392706,1.164509456,0.52091804,1.683117377,1.753900301,0.787453264,1.548124463
CLIC4,0.567791665,0.348741473,0.416922998,0.263206751,0.639271991,0.416541322,0.521690361,0.69026156,0.493351229,0.321047368,0.534632387,0.317326174,0.625060706,0.344775738,0.316321826,0.23839568,0.460558178,0.172789775,0.334444852,0.629991795,0.438589715,0.377196826
SYF2,0.518732472,0.505030371,0.610696558,0.431360262,2.253423274,1.133700812,1.778204933,0.930904731,0.875052584,0.781421413,0.737503521,1.225400475,0.693950284,0.827643359,0.385932212,0.430097105,0.616025664,0.2831675,1.335817248,1.080902285,0.675336648,0.802208847
RSRP1,1.707091813,0.951197187,0.490573429,0.360610986,0.824299169,0.642509171,1.03783658,0.798280252,0.542400241,0.542678167,0.724286006,1.358637248,2.436127226,1.243231531,0.653020411,0.366640331,1.661615524,0.120647749,0.608351175,1.140225713,0.984382632,1.903361474
TMEM50A,1.078618894,1.685748642,1.942665683,1.59657568,3.055243635,1.962356424,2.939181725,3.480997253,1.890429624,1.904184023,2.143020064,1.378786434,2.235947036,1.415356403,1.526553061,1.269259669,1.303968298,1.134888514,2.287836864,2.967351095,1.687986847,1.491808805
MTFR1L,0.097256896,0.128490818,0.129066303,0.09662538,0.231963002,0.119231818,0.169587342,0.126544584,0.123589514,0.14995849,0.186336346,0.190729828,0.164082437,0.122753013,0.099639083,0.025243752,0.112406189,0.036822682,0.175635913,0.143501003,0.085999612,0.146034041
STMN1,0.441356796,0.401608634,1.452582549,1.454962941,3.37517877,3.218886241,1.920208218,6.110494548,1.679486197,0.821905037,2.101725437,0.697099692,0.523494355,0.649455601,0.896023094,0.78193393,1.036285185,0.889828706,1.414580592,3.62501655,0.912179958,0.131517837
ZNF593,0.334682147,0.409077127,0.47640308,0.359102209,0.682375481,0.471947547,0.669043995,0.904737024,0.489739144,0.65417122,0.519826454,0.453733591,0.330586289,0.272426126,0.475461416,0.489597409,0.173095709,0.235045732,0.597635089,0.437846972,0.230311128,0.146436804
CNKSR1,0.00318187,0.004041759,0.017961025,0.022084757,0.009919009,0.025927133,0.003180273,0.008857711,0.023583866,0.02258062,0.011738648,0.005135182,0.005804343,0.004584481,0.010790823,0.004711432,0.00460425,0.001617298,0.006251297,0.001595479,0.010928463,0.007233878
SH3BGRL3,13.84778042,21.25328868,20.94209506,19.47817607,28.36121259,17.24338572,17.3473877,26.70680005,19.04493154,32.14115855,31.84184964,22.1339107,28.65241445,13.710252,23.32193853,33.45712513,7.388617022,10.22669403,24.2174191,19.48934106,12.36114897,18.21381685
UBXN11,0.426254576,0.404303038,0.447581851,0.362433788,0.701385985,0.328627888,0.670404777,0.47124117,0.42263139,0.728902121,0.722808751,0.743355319,0.513194138,0.489368992,0.339499687,0.107656372,0.587602583,0.186692213,0.607910851,0.529473676,0.251412101,0.790582537
CD52,5.552373844,4.565990645,6.780307139,5.994684261,19.98714502,8.749555028,27.92031142,26.73168721,8.250326591,6.515522237,6.558020592,2.242325312,8.001971387,2.713614362,5.604144858,7.190115466,5.285418592,6.412765733,9.905840369,23.00841933,10.11129639,7.483034875
HMGN2,2.030155242,2.641586119,3.476298821,2.837908082,9.379569827,7.370079258,7.651392588,11.33918905,5.334376126,5.285218525,6.954184633,3.41709844,3.331492576,2.500608385,3.026707592,1.212320379,2.939968773,1.515435847,6.424958999,6.580934843,2.025598954,1.91297606
RPS6KA1,0.305486882,0.451383733,0.535566616,0.34310746,0.709672956,0.392747295,0.433161065,0.457244999,0.299655201,0.464774057,0.523977496,0.429069122,0.735297626,0.213079113,0.343415209,0.126270701,0.299026868,0.110545272,0.501394551,0.422346292,0.244668318,0.492417453
ARID1A,0.242096191,0.332219198,0.413921066,0.274288734,0.457375782,0.263279134,0.480153103,0.335376854,0.365555384,0.343300359,0.398252867,0.432436601,0.398701012,0.335510989,0.256416235,0.163421479,0.313696618,0.121235519,0.324191448,0.370882424,0.168107144,0.379882476
GPN2,0.061022087,0.099851249,0.0907933,0.085107025,0.233529128,0.137008865,0.162069213,0.156050251,0.095064126,0.10591106,0.132713886,0.086887567,0.11851885,0.098560538,0.055226686,0.05740661,0.083635245,0.040700826,0.159674763,0.14303687,0.076575735,0.097376643
NUDC,0.533466182,0.557613899,0.641465631,0.547292064,1.046086444,0.64727536,0.983380737,0.826856912,0.584894808,0.720446953,0.760239293,0.431457899,0.750723386,0.510854881,0.51118443,0.405343539,0.672314503,0.246437928,0.718785636,0.748931758,0.627520118,0.585468391
WDTC1,0.060171594,0.071363834,0.099758453,0.066923349,0.150820171,0.068815781,0.10493186,0.071334514,0.101830533,0.097398931,0.106470703,0.096687442,0.084881944,0.080580132,0.049017644,0.032538543,0.069386366,0.026546355,0.098281578,0.083403009,0.041571265,0.094862933
TMEM222,0.084987655,0.118123343,0.104385439,0.100097392,0.224994893,0.154766069,0.197684175,0.156958506,0.136939355,0.166997431,0.168021546,0.135683976,0.202960759,0.111531528,0.14059064,0.045733785,0.081197627,0.048079166,0.167934701,0.15041631,0.055671043,0.159218719
SYTL1,0.036768572,0.045040266,0.128953458,0.111746243,0.145039536,0.122947087,0.028806212,0.066669099,0.114531976,0.131491532,0.135461496,0.038574047,0.148868739,0.034731544,0.052386684,0.010534821,0.077880157,0.00598315,0.09795556,0.01800575,0.050438411,0.126441799
FCN3,0.002458327,0.026025399,0.025362003,0.00688494,0.196508042,0.01969337,0.185947419,0.020731433,0.01585927,0.05766192,0.188323367,0.018674066,0.023566278,0.078642587,0.00439575,0.003467881,0.053039582,0.20594487,0.078045527,0.165359666,0.010173626,0.092908855
CD164L2,0.003540493,0.002721171,0.019741739,0.022263668,0.005293685,0.057284483,0.008216734,0.008799821,0.036866825,0.070667599,0.004508371,0.002446812,0.002574312,0.000552424,0.009952237,0.002766343,0.002609564,0.002488867,0.001285051,0.00136383,0.042276902,0.000140786
WASF2,0.895003185,1.609709918,0.937869653,0.749476901,1.830401664,0.458808372,0.553181657,0.6799984,0.645798646,0.856041936,0.977494172,1.387304074,1.70032258,1.107032204,1.327548277,1.471894859,0.476857556,0.340838698,1.293011689,0.915179197,0.408131574,1.984951374
FGR,1.421553605,2.333187458,1.082507403,0.965105401,3.886100783,0.614576226,4.300458278,1.021781842,1.401355315,2.185360916,3.160468586,1.941448209,2.79836171,1.2445768,1.370801477,0.330589189,1.084524868,0.473407164,2.245854044,1.921580131,0.950573048,2.732218423
IFI6,1.438171479,3.823038621,2.59021757,1.375699571,5.904301383,3.692425271,14.0970084,8.591804276,4.901962628,4.768770609,4.253203724,0.984905842,3.315501903,0.628580718,3.322676618,3.532975,3.903594369,1.691888361,2.920148931,2.189989783,2.232754621,0.995921148
FAM76A,0.068398501,0.093229895,0.073876684,0.055533472,0.145960224,0.089071362,0.138151037,0.095427661,0.076115388,0.081036898,0.109268033,0.118895672,0.143119863,0.10523194,0.08814688,0.050820402,0.112612781,0.038261197,0.106735445,0.107131303,0.0499798,0.139460377
STX12,0.443304467,0.518663107,0.418439607,0.311842134,1.447047621,0.589498429,1.027870249,1.121279236,0.443543527,0.461397167,0.648776862,0.674309733,0.731817196,0.67998129,0.350854961,0.174363885,0.655412742,0.264740158,1.070144588,1.19292179,0.492290956,0.606622301
PPP1R8,0.063429139,0.086692186,0.067900856,0.058119015,0.178661515,0.078582385,0.157786821,0.102923343,0.109072207,0.109833372,0.137481749,0.085977851,0.103143256,0.080575439,0.063932311,0.020589086,0.058347167,0.036747097,0.119897033,0.110180856,0.108446741,0.080624467
THEMIS2,0.550253265,0.832491649,0.737897082,0.510761151,2.187259798,0.56841171,1.651348159,0.866490302,0.522804579,0.754364629,1.073018665,1.375763161,0.965811362,1.248168689,0.734490115,0.409472401,0.677558657,0.276201901,1.323384024,1.333780573,0.330792762,1.196413583
RPA2,0.176046356,0.215181595,0.202136469,0.174941996,0.455834776,0.244518662,0.358397138,0.264071758,0.223517817,0.193454643,0.338670962,0.199977652,0.26065017,0.213807054,0.146834231,0.033542596,0.242070837,0.100835376,0.299095279,0.372762336,0.132217441,0.337531335
EYA3,0.136235149,0.113544973,0.12683589,0.086973843,0.116346994,0.085210459,0.117714927,0.089329012,0.066113884,0.083881729,0.1593796,0.07774647,0.202805303,0.095509073,0.082711987,0.033694717,0.117187639,0.030178917,0.092460908,0.096626898,0.065020064,0.162836122
PTAFR,0.378950385,0.677790909,0.751078508,0.412951272,1.27945406,0.521182555,0.766471688,0.583273086,0.511520151,0.735104546,0.853281913,0.689604299,1.545760295,0.768970234,0.632382293,0.37116536,0.554541621,0.243475591,0.722384094,0.547778957,0.138871395,0.652083603
DNAJC8,0.743677835,0.61457594,0.900863749,0.659957307,1.061994742,0.836442669,0.84540081,0.989695899,0.804800567,0.970717283,0.969490844,0.662748249,0.979747647,0.633106292,0.696966067,0.709352005,0.493136246,0.337904767,0.908596164,0.890172941,0.535702212,0.92259433
PHACTR4,0.243185172,0.202070567,0.253316402,0.175536824,0.439470659,0.197603193,0.397033128,0.24029176,0.181909171,0.230720028,0.221757594,0.296954769,0.347579031,0.26222899,0.196754917,0.201802732,0.272616269,0.070878585,0.249633699,0.200277287,0.194585479,0.263924106
RCC1,0.182274668,0.258991453,0.147000618,0.135411674,0.995135994,0.407546912,0.468988607,0.188466488,0.239507801,0.359098569,0.328131811,0.581542366,0.326573186,0.341393581,0.160423381,0.182248835,0.135086615,0.073361463,0.44384029,0.264247957,0.057369753,0.300784362
TRNAU1AP,0.125184563,0.225951403,0.230092328,0.21600908,0.525729986,0.330133114,0.360745213,0.295501537,0.194536311,0.248543347,0.324700423,0.233092152,0.275826446,0.202274826,0.173860319,0.185053926,0.152229981,0.110656744,0.282525979,0.274613029,0.122112486,0.227081189
TAF12,0.176447393,0.289347475,0.256924312,0.215373718,0.805036806,0.424265862,0.478861102,0.50635518,0.337304235,0.344289148,0.410565991,0.322459616,0.318372649,0.280868637,0.223453159,0.179120907,0.184108109,0.155200875,0.507483058,0.436809017,0.205766831,0.290395474
YTHDF2,0.341350363,0.417766084,0.415284686,0.334687182,0.794745753,0.454052838,0.694882164,0.642891461,0.388991985,0.457219132,0.55327676,0.394556791,0.573226093,0.386040523,0.382594551,0.235676966,0.293561781,0.197277892,0.478536866,0.62654742,0.470237915,0.590685872
EPB41,0.062896955,0.084918745,0.097260448,0.067200057,0.179336077,0.100266165,0.097397719,0.081043257,0.092399825,0.112731883,0.098048612,0.111579057,0.16201339,0.094960737,0.073848446,0.064680646,0.118133952,0.026395738,0.123026822,0.060566551,0.041011962,0.274131975
SRSF4,0.498445045,0.590703033,0.535084906,0.374979183,1.053735223,0.576596769,1.205009307,0.667150773,0.490696246,0.548002688,0.653131786,0.539135057,0.783390382,0.476529415,0.416170762,0.267600838,0.561356425,0.19197987,0.774653158,0.714476393,0.356394767,0.625858436
