geneName,ipf_n,control_n,ipf_mean,control_mean,ipf_sd,control_sd,contrast,diff,SE,tratio,pvalue
NXPH1,103,103,0.143251335,0.329193113,0.449319595,0.632002275,ipf - control,-0.175387486,0.079031748,-2.219202927,0.027631764
NPY,103,103,0.583043947,0.690759924,1.169352419,1.250645706,ipf - control,-0.136543585,0.174002881,-0.784720256,0.433574789
FAM126A,103,103,9.27429273,9.428890002,0.751503698,0.590595698,ipf - control,-0.144811093,0.097379566,-1.487078849,0.138617458
HOXA7,103,103,1.991765149,2.079155886,1.789221495,1.734907642,ipf - control,-0.088295362,0.251443722,-0.351153575,0.725854192
INHBA,103,103,4.917268971,5.59190942,1.696232963,1.78874103,ipf - control,-0.752213641,0.250574664,-3.001954108,0.003035349
FKBP9,103,103,10.68697686,10.92484488,0.535716743,0.519750919,ipf - control,-0.227837686,0.075339192,-3.024158894,0.002830551
NT5C3A,103,103,9.086553482,9.362572422,0.554425696,0.421253971,ipf - control,-0.264988217,0.070760428,-3.744864558,0.000237846
ARL4A,103,103,10.29196122,10.26856386,0.506965896,0.550418681,ipf - control,0.01582005,0.076846195,0.205866412,0.837111135
CCZ1,103,103,11.21094078,11.30023563,0.409872609,0.355705124,ipf - control,-0.08661662,0.05586746,-1.550394821,0.122676572
POLM,103,103,9.275192233,9.464330091,0.631530157,0.539969091,ipf - control,-0.169340123,0.083769968,-2.021489652,0.044603035
RAMP3,103,103,11.76052496,13.0933654,1.027977011,0.99716638,ipf - control,-1.344247432,0.147013056,-9.143728263,8.26E-17
MRM2,103,103,9.601219647,9.799909857,0.365182364,0.52140554,ipf - control,-0.178788452,0.064379865,-2.777086459,0.006022838
TWIST1,103,103,3.717995723,1.506974314,2.089813622,1.840208052,ipf - control,2.231130888,0.282604425,7.894890144,2.10E-13
GLIPR2,103,103,8.479031545,8.828708268,0.735755216,0.667710473,ipf - control,-0.377120452,0.097403091,-3.871750341,0.000147601
SLC25A51,103,103,7.269695722,7.383428973,0.422537167,0.406205199,ipf - control,-0.10294157,0.059670529,-1.725166024,0.086090053
CLTA,103,103,9.127203133,9.176976676,0.618179352,0.506502237,ipf - control,-0.044811296,0.079890465,-0.560909191,0.575506711
RECK,103,103,6.337711758,6.542891319,0.554892949,0.463982971,ipf - control,-0.20033216,0.072144011,-2.776837018,0.006027282
SPINK4,103,103,0.758101079,0.295741646,1.354839678,0.881805512,ipf - control,0.425288626,0.164135716,2.591079122,0.010294602
TAF1L,103,103,0.591503034,0.686940655,0.538000284,0.494399116,ipf - control,-0.091693437,0.074289463,-1.234272444,0.218594437
ACO1,103,103,9.579097811,9.844121315,0.47258771,0.464847803,ipf - control,-0.280483771,0.067276122,-4.169142986,4.61E-05
PHF24,103,103,4.413112014,3.663025904,0.842073429,0.903741373,ipf - control,0.72704903,0.125654481,5.786097118,2.85E-08
DNAI1,103,103,8.801054788,6.963812932,2.251976154,2.180072186,ipf - control,1.815123293,0.314851962,5.765005496,3.17E-08
DCAF10,103,103,8.913668798,9.121831187,0.479699957,0.395718179,ipf - control,-0.21088632,0.063773209,-3.306816803,0.001124345
CNTFR,103,103,6.624217919,6.506868232,1.452215939,1.282461488,ipf - control,0.131655447,0.18870836,0.697666214,0.486221261
KIAA1549,103,103,6.121666177,6.515562529,0.689154526,0.872390953,ipf - control,-0.396494536,0.114078523,-3.475628247,0.000628775
TRIM24,103,103,8.050071498,8.678125041,0.471122136,0.434074889,ipf - control,-0.600489696,0.064912074,-9.250816637,4.13E-17
CYREN,103,103,12.20978661,13.01470544,0.639569192,0.61280162,ipf - control,-0.834184938,0.089163611,-9.355665743,2.09E-17
CALD1,103,103,12.63800132,12.68524324,0.675385286,0.523515712,ipf - control,-0.029242128,0.086728391,-0.337169042,0.73635397
AKR1D1,103,103,3.537446287,1.975091378,1.27878104,0.958312804,ipf - control,1.599110672,0.162074777,9.86649928,7.25E-19
NUDT10,103,103,0.219685072,0.29455823,0.781948843,0.930484255,ipf - control,-0.113135542,0.124694447,-0.907302165,0.365372637
SFTPA1,103,103,16.73381246,17.98302407,1.6185746,1.746917226,ipf - control,-1.266683129,0.23925497,-5.294281353,3.22E-07
NEUROG3,103,103,1.57132087,1.961938338,1.012431912,1.035435413,ipf - control,-0.375159129,0.148992735,-2.517969271,0.012611874
PLAU,103,103,6.721808484,6.162034202,1.090992661,1.001646658,ipf - control,0.525784998,0.151406739,3.472665763,0.000635341
SRGN,103,103,7.993978336,8.328114185,0.868954465,0.725258023,ipf - control,-0.348557315,0.115819465,-3.009488214,0.002964381
BICC1,103,103,8.506716019,7.935706945,0.579338955,0.687210293,ipf - control,0.596398432,0.090214415,6.610899524,3.61E-10
CISD1,103,103,10.36804359,10.02262381,0.493862098,0.449848474,ipf - control,0.343594214,0.067900802,5.060237936,9.68E-07
EGR2,103,103,6.417230187,6.467085424,1.480020701,1.829138228,ipf - control,-0.076726535,0.235232891,-0.32617265,0.744645314
ECD,103,103,9.580654709,9.670975513,0.37232012,0.361357161,ipf - control,-0.088625258,0.053029588,-1.671241679,0.096286248
P4HA1,103,103,10.3556778,10.50597396,0.491525577,0.553241133,ipf - control,-0.155564144,0.074338836,-2.092636251,0.037682254
SLC25A16,103,103,8.341842329,8.699508479,0.734062577,0.637292197,ipf - control,-0.33081926,0.098386373,-3.362449991,0.00093063
ZWINT,103,103,7.579934069,7.101314178,0.898618735,1.000183877,ipf - control,0.513513337,0.135043773,3.802569537,0.000191739
VPS26A,103,103,7.298021913,7.808133249,0.713501662,0.673140198,ipf - control,-0.511937938,0.098945913,-5.173916947,5.70E-07
RBM19,103,103,8.611390058,8.771559918,0.616437759,0.435781705,ipf - control,-0.137458038,0.076727465,-1.791510221,0.074770153
CIT,103,103,7.88954612,8.480057329,1.155022305,1.458593813,ipf - control,-0.599358715,0.189144617,-3.168785478,0.001778771
IFT81,103,103,8.623776529,8.330048389,0.898764358,0.549853354,ipf - control,0.289857359,0.106934775,2.710599606,0.007318328
ACADS,103,103,6.572643219,6.883181628,0.826507803,0.592539959,ipf - control,-0.252686009,0.101226963,-2.496232249,0.013385362
HVCN1,103,103,9.019934674,9.355274902,0.554230549,0.743017212,ipf - control,-0.321540633,0.095089953,-3.38143643,0.00087199
DDX54,103,103,10.48277529,10.66899385,0.351193944,0.387364416,ipf - control,-0.179119211,0.052979892,-3.380890434,0.000873627
MED13L,103,103,3.927312666,4.454540656,1.520233947,1.239953609,ipf - control,-0.612098455,0.196596666,-3.113473215,0.002128764
CDKN2C,103,103,7.617586224,7.269582336,0.604150143,0.736386856,ipf - control,0.354855803,0.096119684,3.691811982,0.00028932
RNF11,103,103,10.38556252,10.74638577,0.661495037,0.585757883,ipf - control,-0.367602099,0.089368418,-4.113333389,5.76E-05
RASSF8,103,103,8.670879694,9.55810539,0.681647963,0.569061035,ipf - control,-0.889725226,0.089765044,-9.911711608,5.37E-19
BHLHE41,103,103,8.431959076,8.14666828,1.102693956,1.230264005,ipf - control,0.279049466,0.16556359,1.685451893,0.093509192
SSPN,103,103,9.168476862,8.709899301,0.535909576,0.83539554,ipf - control,0.466458956,0.097726723,4.773095209,3.56E-06
ITPR2,103,103,4.718983205,5.383244196,1.550112221,1.425704934,ipf - control,-0.651280301,0.215902331,-3.016550578,0.002899246
CCDC91,103,103,9.498262686,9.732264609,0.46980908,0.352006692,ipf - control,-0.240238734,0.059741844,-4.02128087,8.28E-05
NECAB1,103,103,3.627259065,5.421494495,1.109998159,1.436222217,ipf - control,-1.723268421,0.180134742,-9.566552266,5.25E-18
WWP1,103,103,10.00456942,10.53434976,0.449837641,0.340717856,ipf - control,-0.527664013,0.057525785,-9.172652156,6.85E-17
ACOT9,103,103,10.47412887,10.64307421,0.452057573,0.39782004,ipf - control,-0.170192968,0.061737123,-2.75673631,0.006395332
PRDX4,103,103,7.824776074,7.014932596,1.245820686,1.365973982,ipf - control,0.866901487,0.185531668,4.672525692,5.55E-06
DDX39A,103,103,11.25939443,11.41030806,0.39549615,0.455402142,ipf - control,-0.130452599,0.061498008,-2.121249172,0.035170476
PKN1,103,103,11.35759264,12.05582297,0.41409383,0.41371635,ipf - control,-0.684431001,0.059973182,-11.41228421,2.07E-23
TRIR,103,103,9.660951871,9.825520464,0.599797601,0.455221703,ipf - control,-0.165375169,0.077462048,-2.134918629,0.034022239
ADGRE5,103,103,11.69674998,12.14942176,0.541305035,0.460298954,ipf - control,-0.473963401,0.070941569,-6.681039188,2.45E-10
WDR83,103,103,8.14125803,8.205219056,0.751650874,0.608907036,ipf - control,-0.042338296,0.0993646,-0.426090335,0.670514392
GIPC1,103,103,11.54247401,11.71585126,0.560723989,0.461629808,ipf - control,-0.178335015,0.074728613,-2.386435504,0.017974122
ACTRT1,103,103,0.093057888,0.151310316,0.307107788,0.421876533,ipf - control,-0.039801665,0.052793388,-0.753913817,0.451815043
CCDC70,103,103,0.28247318,0.270782493,0.536567338,0.595590789,ipf - control,0.001341819,0.080677571,0.016631874,0.986747389
SPRYD7,103,103,5.840853494,7.183138216,1.08193249,0.584799127,ipf - control,-1.304095063,0.124849536,-10.44533368,1.51E-20
EBPL,103,103,9.507092768,9.960669772,0.485167979,0.427890119,ipf - control,-0.462894062,0.066030125,-7.010346587,3.84E-11
ATP7B,103,103,7.046241632,7.315956932,0.89969873,0.762279411,ipf - control,-0.264290432,0.120730576,-2.189092771,0.02978364
ZC3H13,103,103,9.065911572,9.428407222,0.424810279,0.387381098,ipf - control,-0.352845544,0.058622131,-6.018981908,8.62E-09
NLN,103,103,7.391073396,7.218684652,0.684615647,0.723248285,ipf - control,0.168887503,0.100302055,1.68378905,0.093830772
CENPK,103,103,7.276387919,6.936788875,0.84491693,0.712912056,ipf - control,0.362801306,0.112696923,3.219265402,0.001506658
OPTN,103,103,11.21190791,11.6601975,0.424598276,0.413293285,ipf - control,-0.458632061,0.059539946,-7.702930423,6.67E-13
ITIH5,103,103,9.455374528,9.234382467,0.653443556,0.773165434,ipf - control,0.220345087,0.100228251,2.198432911,0.0291011
ATF1,103,103,9.223569994,9.503825478,0.740324953,0.710837719,ipf - control,-0.280338563,0.100702647,-2.783825167,0.005903903
TSFM,103,103,10.11326036,10.10880918,0.37070926,0.482737753,ipf - control,0.01659445,0.060187825,0.275711076,0.783063446
ARHGAP9,103,103,10.82224134,11.25907899,0.620499393,0.754675139,ipf - control,-0.438324291,0.098543119,-4.448045637,1.46E-05
NCKAP1L,103,103,9.653236775,10.07699886,0.76245244,0.665746025,ipf - control,-0.43739896,0.10248146,-4.268078923,3.08E-05
MMP19,103,103,10.63037171,10.42981822,1.480367167,1.541082392,ipf - control,0.221243292,0.217557616,1.016941151,0.310447991
PFDN5,103,103,12.93336147,13.02530275,0.402404581,0.335342807,ipf - control,-0.098864362,0.053617111,-1.843895729,0.066723518
SPATS2,103,103,9.272710543,9.007431202,0.475043735,0.37109501,ipf - control,0.284178197,0.060653234,4.68529338,5.25E-06
ORMDL2,103,103,10.7258287,10.80210689,0.410684393,0.486812269,ipf - control,-0.082779825,0.063979484,-1.29384952,0.197255649
NR4A1,103,103,11.53648965,12.22480085,1.552158617,1.468910945,ipf - control,-0.688806714,0.217207497,-3.171192169,0.001764827
PDE1B,103,103,8.088492034,8.458590593,0.66532636,0.591857415,ipf - control,-0.373717208,0.090008688,-4.152012609,4.93E-05
CDK2,103,103,9.045270391,9.540072659,0.676096511,0.73014216,ipf - control,-0.507430995,0.101158657,-5.016189504,1.19E-06
LRP1,103,103,12.40641706,12.51502576,0.623234697,0.481715847,ipf - control,-0.104752863,0.078503438,-1.334372941,0.183645776
HOXC11,103,103,0.218367506,0.2112125,0.501702958,0.463801578,ipf - control,0.02693673,0.069038825,0.39016785,0.696840483
ATG101,103,103,10.7313335,10.92208028,0.433913262,0.479769643,ipf - control,-0.200668704,0.064547974,-3.108830375,0.002160865
NFE2,103,103,5.207636043,6.918003375,1.403329296,1.349848888,ipf - control,-1.736517859,0.193740764,-8.963100098,2.64E-16
IKZF4,103,103,8.188970127,8.389719274,0.542870224,0.469277533,ipf - control,-0.202830188,0.07353423,-2.758309796,0.006365802
SMUG1,103,103,10.52425292,10.54148366,0.445168188,0.43943931,ipf - control,-0.012380723,0.063808766,-0.194028553,0.84635654
TUBA1B,103,103,14.53930052,14.91044094,0.466021811,0.558902379,ipf - control,-0.365443422,0.074479011,-4.906663173,1.96E-06
EEF1AKMT3,103,103,7.8849859,7.797799352,0.520945929,0.483399834,ipf - control,0.096257349,0.072774579,1.322678192,0.187499485
KBTBD4,103,103,7.01824736,7.082924747,0.695308986,0.584670546,ipf - control,-0.049728602,0.091884992,-0.541204833,0.588987335
SARDH,103,103,5.503188305,5.821447095,1.046082952,1.223173866,ipf - control,-0.247675807,0.158301928,-1.564578581,0.119311483
ATPAF1,103,103,10.35501177,10.38876883,0.373547963,0.400286121,ipf - control,-0.034536793,0.056485709,-0.611425329,0.541633839
STIL,103,103,5.994407846,5.790832869,0.724789089,0.54949149,ipf - control,0.201290825,0.093222477,2.159252062,0.032058034
HJURP,103,103,4.517228146,4.211580119,1.330022735,1.195908647,ipf - control,0.317907233,0.18173565,1.749283827,0.081823348
IL13RA2,103,103,8.053524634,4.233029548,1.257610169,2.367818768,ipf - control,3.820259604,0.268945331,14.20459539,7.35E-32
COL10A1,103,103,8.573767482,5.435207868,1.694601508,1.564568617,ipf - control,3.099911116,0.23238984,13.33927128,3.14E-29
AMD1,103,103,9.114019786,9.238127472,0.670421093,0.560996126,ipf - control,-0.134129,0.089377394,-1.500703856,0.135057919
NDUFAF4,103,103,9.120987347,9.178621064,0.583856055,0.624269612,ipf - control,-0.059852471,0.084971235,-0.704385087,0.482037684
USP45,103,103,7.841994865,7.864212866,0.539893558,0.444779287,ipf - control,-0.010175531,0.069873605,-0.145627675,0.884366517
PLP1,103,103,4.872302481,4.509071767,1.168662687,1.426876415,ipf - control,0.37123476,0.187458804,1.980353831,0.049077226
SERPINA7,103,103,0.025096723,0,0.254703923,0,ipf - control,0.029345134,0.026271924,1.116976973,0.265385615
MORF4L2,103,103,12.69575816,12.70181775,0.428229552,0.443768397,ipf - control,0.00063219,0.063070083,0.010023606,0.992012754
H2BFWT,103,103,0.084998908,0.082445176,0.354137485,0.379827748,ipf - control,0.011020635,0.052842622,0.208555793,0.835013828
NRK,103,103,1.510344968,1.446728065,1.20514167,0.98665579,ipf - control,0.08771835,0.157458672,0.557088088,0.578109387
FAM199X,103,103,2.491010715,2.799285899,1.495857179,1.36723956,ipf - control,-0.262565871,0.206038117,-1.274355805,0.20406172
ESX1,103,103,0.063931675,0.029126214,0.298544155,0.168982577,ipf - control,0.044709351,0.033968589,1.316196869,0.189660988
MAGEA9,103,103,0.034805461,0.009708738,0.207395848,0.098532928,ipf - control,0.024983364,0.023700275,1.054138161,0.293130757
ATXN3L,103,103,0.073640413,0.107541899,0.279241732,0.392783514,ipf - control,-0.035227428,0.048666148,-0.723858988,0.470024265
RAB9A,103,103,10.06908836,10.44634287,0.351404085,0.288713011,ipf - control,-0.386127557,0.04604048,-8.386697047,1.02E-14
METTL8,103,103,8.282268602,7.963789749,0.477809741,0.548306922,ipf - control,0.324677193,0.073478867,4.418647243,1.65E-05
TTC21B,103,103,8.314361093,8.129281844,0.982379654,0.646346598,ipf - control,0.161573191,0.119555325,1.351451228,0.178124715
NMI,103,103,9.749989117,10.07759021,0.474493458,0.436596808,ipf - control,-0.332373613,0.065440085,-5.079052319,8.87E-07
TNFAIP6,103,103,4.873323896,4.102916176,2.371081792,2.918097779,ipf - control,0.790836675,0.382253607,2.068879563,0.039883118
ACVR1C,103,103,0.96378521,0.956252823,1.059721276,1.161814288,ipf - control,-0.009005089,0.16172475,-0.055681574,0.955652782
BAZ2B,103,103,9.564065902,10.09344557,0.611358095,0.500903399,ipf - control,-0.533255258,0.079246118,-6.729102617,1.87E-10
SLC36A1,103,103,4.959839686,5.071271054,1.354146459,1.388472508,ipf - control,-0.100897489,0.193708169,-0.520873693,0.603048772
LPGAT1,103,103,4.053006782,4.358550668,1.681829457,1.645782454,ipf - control,-0.310151861,0.240434248,-1.2899654,0.198598226
BATF3,103,103,8.673550488,8.701876535,0.793281115,0.856151166,ipf - control,-0.062787993,0.1189089,-0.528034428,0.5980789
KCNJ2,103,103,7.1679454,7.42556956,0.610165643,0.694437349,ipf - control,-0.280842643,0.094278923,-2.978848657,0.003262841
RAP2C,103,103,9.332646872,9.668607438,0.503231513,0.391053036,ipf - control,-0.326040078,0.064090874,-5.087152958,8.55E-07
EXOSC9,103,103,9.73338799,10.02894073,0.367079872,0.347838037,ipf - control,-0.278123111,0.051618317,-5.388070071,2.05E-07
PLA2G12A,103,103,9.149967552,9.125069307,0.614176337,0.619698466,ipf - control,0.010457751,0.088550206,0.118099677,0.906110868
B9D2,103,103,6.761577474,6.790448494,0.926986076,0.828674468,ipf - control,-0.003422904,0.127362316,-0.026875325,0.9785868
COQ8B,103,103,10.44739941,10.47932187,0.606692188,0.399872978,ipf - control,-0.041723456,0.073905535,-0.564551162,0.573031253
PFKFB2,103,103,7.983472804,8.841899101,0.935945547,0.790004491,ipf - control,-0.846006484,0.125383367,-6.747358172,1.69E-10
C4BPA,103,103,7.693720521,8.640880926,1.799346423,1.732209952,ipf - control,-0.943595897,0.251769023,-3.74786337,0.000235212
C4BPB,103,103,7.73337916,7.67011473,1.008437936,0.899276799,ipf - control,0.071870958,0.138004309,0.520787784,0.60310851
RAB38,103,103,2.632258127,2.64313707,1.971484754,2.001834287,ipf - control,0.091914268,0.282879287,0.324923993,0.745588718
GPR83,103,103,0,0,0,0,ipf - control,0,0,,
AGO2,103,103,6.871933511,7.035321731,0.98641163,1.339172793,ipf - control,-0.212234622,0.167484634,-1.267188618,0.206606898
MXD4,103,103,9.566891013,10.02167704,0.83330737,0.727587316,ipf - control,-0.430379701,0.113306568,-3.798364989,0.00019479
DAW1,103,103,7.358286426,7.507891743,0.782709246,0.62742067,ipf - control,-0.149513144,0.102165414,-1.463441867,0.144964851
ACSL3,103,103,10.52251646,10.56272734,0.561482172,0.593669322,ipf - control,-0.067316984,0.081238158,-0.828637502,0.408327865
CHPF,103,103,10.63174738,10.12326198,0.570773056,0.53544395,ipf - control,0.506393379,0.079027738,6.407792941,1.09E-09
DNPEP,103,103,11.5072094,11.95853345,0.428972766,0.371515116,ipf - control,-0.443316342,0.057849376,-7.663286513,8.45E-13
INHA,103,103,2.643476643,2.410362662,1.630483297,1.613965531,ipf - control,0.284674461,0.23137555,1.230356712,0.220053334
MOGAT1,103,103,3.217823001,4.644260134,1.846690421,1.42941915,ipf - control,-1.447554532,0.237970253,-6.082922187,6.17E-09
OBSL1,103,103,11.06734725,11.25846749,0.578328276,0.654942475,ipf - control,-0.178103235,0.089846392,-1.982308146,0.048856381
FAM124B,103,103,5.760435611,6.227165867,1.138757077,1.109427337,ipf - control,-0.447194336,0.162213115,-2.756832184,0.006393529
SLC12A4,103,103,10.73249806,10.96767398,0.509080468,0.406005371,ipf - control,-0.228744286,0.067337767,-3.396968678,0.000826605
ENKD1,103,103,8.873390686,9.032567548,0.853585345,0.514626581,ipf - control,-0.137550029,0.102203477,-1.345844911,0.179923228
MC3R,103,103,0.040484709,0.058252427,0.239595125,0.273869968,ipf - control,-0.017652132,0.037642918,-0.468936327,0.639641685
GCNT7,103,103,3.60143328,3.576057451,0.822540652,0.886630346,ipf - control,0.016171567,0.122180376,0.132358137,0.894838202
CTCFL,103,103,4.521349382,4.550844209,0.733502321,0.649149544,ipf - control,-0.008303681,0.097524428,-0.085144622,0.93223422
